timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1736279139331,59,get_character/id,200,OK,Thread Group 1-92,text,true,,265,161,100,100,http://localhost:3001/character/87,59,0,0
1736279139354,39,get_character/id,200,OK,Thread Group 1-89,text,true,,265,161,100,100,http://localhost:3001/character/22,39,0,0
1736279139229,78,post_character,200,OK,Thread Group 1-58,text,true,,265,221,96,96,http://localhost:3001/character,78,0,0
1736279139292,99,get_characters,200,OK,Thread Group 1-91,text,true,,139483,159,100,100,http://localhost:3001/characters,99,0,0
1736279139277,122,post_character,200,OK,Thread Group 1-21,text,true,,264,220,100,100,http://localhost:3001/character,122,0,0
1736279139281,122,get_character/id,200,OK,Thread Group 1-15,text,true,,265,161,100,100,http://localhost:3001/character/80,122,0,0
1736279139368,39,put_character,200,OK,Thread Group 1-86,text,true,,265,221,100,100,http://localhost:3001/character/99,39,0,0
1736279139272,33,get_character/id,200,OK,Thread Group 1-11,text,true,,265,161,96,96,http://localhost:3001/character/52,33,0,0
1736279139370,40,put_character,200,OK,Thread Group 1-84,text,true,,265,221,100,100,http://localhost:3001/character/71,40,0,0
1736279139359,52,post_character,200,OK,Thread Group 1-85,text,true,,265,221,100,100,http://localhost:3001/character,52,0,0
1736279139347,66,put_character,200,OK,Thread Group 1-42,text,true,,265,221,100,100,http://localhost:3001/character/27,66,0,0
1736279139363,51,put_character,200,OK,Thread Group 1-22,text,true,,265,221,100,100,http://localhost:3001/character/75,51,0,0
1736279139352,63,put_character,200,OK,Thread Group 1-49,text,true,,265,221,100,100,http://localhost:3001/character/34,63,0,0
1736279139387,30,put_character,200,OK,Thread Group 1-67,text,true,,265,221,100,100,http://localhost:3001/character/34,30,0,0
1736279139389,29,put_character,200,OK,Thread Group 1-50,text,true,,265,221,100,100,http://localhost:3001/character/76,29,0,0
1736279139295,131,get_characters,200,OK,Thread Group 1-93,text,true,,139638,159,100,100,http://localhost:3001/characters,131,0,0
1736279139364,64,post_character,200,OK,Thread Group 1-41,text,true,,265,221,100,100,http://localhost:3001/character,64,0,0
1736279139394,35,get_character/id,200,OK,Thread Group 1-17,text,true,,265,161,100,100,http://localhost:3001/character/22,35,0,0
1736279139393,38,post_character,200,OK,Thread Group 1-89,text,true,,265,221,100,100,http://localhost:3001/character,38,0,0
1736279139237,64,get_characters,200,OK,Thread Group 1-83,text,true,,138927,159,96,96,http://localhost:3001/characters,64,0,20
1736279139382,53,get_character/id,200,OK,Thread Group 1-88,text,true,,265,161,100,100,http://localhost:3001/character/27,53,0,0
1736279139380,57,put_character,200,OK,Thread Group 1-87,text,true,,265,221,100,100,http://localhost:3001/character/17,57,0,0
1736279139247,190,post_character,200,OK,Thread Group 1-38,text,true,,265,221,100,100,http://localhost:3001/character,190,0,0
1736279139390,48,post_character,200,OK,Thread Group 1-92,text,true,,265,221,100,100,http://localhost:3001/character,48,0,0
1736279139296,146,get_characters,200,OK,Thread Group 1-81,text,true,,139700,159,100,100,http://localhost:3001/characters,146,0,9
1736279139249,195,get_characters,200,OK,Thread Group 1-90,text,true,,139793,159,100,100,http://localhost:3001/characters,195,0,53
1736279139433,13,get_character/id,200,OK,Thread Group 1-83,text,true,,265,161,100,100,http://localhost:3001/character/65,13,0,0
1736279139404,44,get_character/id,200,OK,Thread Group 1-45,text,true,,265,161,100,100,http://localhost:3001/character/90,43,0,0
1736279139247,202,post_character,200,OK,Thread Group 1-30,text,true,,265,221,100,100,http://localhost:3001/character,202,0,0
1736279139403,49,post_character,200,OK,Thread Group 1-15,text,true,,265,221,100,100,http://localhost:3001/character,49,0,0
1736279139363,34,put_character,200,OK,Thread Group 1-19,text,true,,265,221,100,100,http://localhost:3001/character/75,34,0,0
1736279139400,55,put_character,200,OK,Thread Group 1-21,text,true,,265,221,100,100,http://localhost:3001/character/79,55,0,0
1736279139397,59,put_character,200,OK,Thread Group 1-58,text,true,,265,221,100,100,http://localhost:3001/character/55,59,0,0
1736279139401,56,get_character/id,200,OK,Thread Group 1-1,text,true,,265,161,100,100,http://localhost:3001/character/39,56,0,0
1736279139408,53,post_character,200,OK,Thread Group 1-11,text,true,,265,221,100,100,http://localhost:3001/character,53,0,0
1736279139398,64,get_character/id,200,OK,Thread Group 1-91,text,true,,265,161,100,100,http://localhost:3001/character/64,64,0,0
1736279139416,48,get_character/id,200,OK,Thread Group 1-31,text,true,,265,161,100,100,http://localhost:3001/character/88,48,0,0
1736279139435,32,get_character/id,200,OK,Thread Group 1-33,text,true,,265,161,100,100,http://localhost:3001/character/12,32,0,0
1736279139233,236,post_character,200,OK,Thread Group 1-35,text,true,,265,221,100,100,http://localhost:3001/character,235,0,0
1736279139378,92,get_character/id,200,OK,Thread Group 1-82,text,true,,265,161,100,100,http://localhost:3001/character/11,92,0,0
1736279139411,63,put_character,200,OK,Thread Group 1-85,text,true,,265,221,100,100,http://localhost:3001/character/55,63,0,0
1736279139316,160,get_characters,200,OK,Thread Group 1-94,text,true,,139855,159,100,100,http://localhost:3001/characters,160,0,7
1736279139280,117,post_character,200,OK,Thread Group 1-9,text,true,,264,220,100,100,http://localhost:3001/character,117,0,0
1736279139288,192,get_characters,200,OK,Thread Group 1-95,text,true,,139856,159,100,100,http://localhost:3001/characters,192,0,42
1736279139451,31,get_character/id,200,OK,Thread Group 1-23,text,true,,265,161,100,100,http://localhost:3001/character/43,31,0,0
1736279139428,56,put_character,200,OK,Thread Group 1-41,text,true,,265,221,100,100,http://localhost:3001/character/27,56,0,0
1736279139431,54,put_character,200,OK,Thread Group 1-89,text,true,,265,221,100,100,http://localhost:3001/character/92,54,0,0
1736279139461,25,get_character/id,200,OK,Thread Group 1-13,text,true,,265,161,100,100,http://localhost:3001/character/53,25,0,0
1736279139217,271,post_character,200,OK,Thread Group 1-37,text,true,,264,220,100,100,http://localhost:3001/character,271,0,0
1736279139446,44,get_character/id,200,OK,Thread Group 1-93,text,true,,265,161,100,100,http://localhost:3001/character/62,44,0,0
1736279139435,58,post_character,200,OK,Thread Group 1-88,text,true,,265,221,100,100,http://localhost:3001/character,58,0,0
1736279139452,41,put_character,200,OK,Thread Group 1-15,text,true,,265,220,100,100,http://localhost:3001/character/7,41,0,0
1736279139430,68,post_character,200,OK,Thread Group 1-17,text,true,,265,221,100,100,http://localhost:3001/character,68,0,0
1736279139449,53,put_character,200,OK,Thread Group 1-30,text,true,,265,221,100,100,http://localhost:3001/character/63,53,0,0
1736279139361,35,put_character,200,OK,Thread Group 1-66,text,true,,265,221,100,100,http://localhost:3001/character/90,35,0,0
1736279139439,66,put_character,200,OK,Thread Group 1-92,text,true,,265,221,100,100,http://localhost:3001/character/86,66,0,0
1736279139442,65,put_character,200,OK,Thread Group 1-38,text,true,,265,221,100,100,http://localhost:3001/character/42,65,0,0
1736279139309,199,get_characters,200,OK,Thread Group 1-96,text,true,,139824,159,100,100,http://localhost:3001/characters,199,0,0
1736279139372,138,delete_character,200,OK,Thread Group 1-69,text,true,,249,183,100,100,http://localhost:3001/character/80,138,0,0
1736279139448,65,post_character,200,OK,Thread Group 1-45,text,true,,265,221,100,100,http://localhost:3001/character,65,0,0
1736279139463,51,post_character,200,OK,Thread Group 1-91,text,true,,265,221,100,100,http://localhost:3001/character,51,0,0
1736279139503,14,get_character/id,200,OK,Thread Group 1-6,text,true,,265,161,100,100,http://localhost:3001/character/26,14,0,0
1736279139443,78,get_character/id,200,OK,Thread Group 1-81,text,true,,265,160,100,100,http://localhost:3001/character/3,78,0,0
1736279139384,141,get_characters,200,OK,Thread Group 1-80,text,true,,140009,159,100,100,http://localhost:3001/characters,139,0,8
1736279139471,55,post_character,200,OK,Thread Group 1-82,text,true,,265,221,100,100,http://localhost:3001/character,55,0,0
1736279139458,70,post_character,200,OK,Thread Group 1-1,text,true,,264,220,100,100,http://localhost:3001/character,70,0,0
1736279139466,63,get_character/id,200,OK,Thread Group 1-90,text,true,,265,161,100,100,http://localhost:3001/character/43,63,0,0
1736279139478,53,put_character,200,OK,Thread Group 1-9,text,true,,265,221,100,100,http://localhost:3001/character/13,53,0,0
1736279139357,175,get_characters,200,OK,Thread Group 1-79,text,true,,140010,159,100,100,http://localhost:3001/characters,175,0,0
1736279139475,59,delete_character,200,OK,Thread Group 1-85,text,true,,249,183,100,100,http://localhost:3001/character/21,59,0,0
1736279139466,69,put_character,200,OK,Thread Group 1-11,text,true,,265,220,100,100,http://localhost:3001/character/8,69,0,0
1736279139464,73,post_character,200,OK,Thread Group 1-31,text,true,,265,221,100,100,http://localhost:3001/character,73,0,0
1736279139348,47,post_character,200,OK,Thread Group 1-71,text,true,,265,221,100,100,http://localhost:3001/character,47,0,0
1736279139469,71,put_character,200,OK,Thread Group 1-35,text,true,,265,221,100,100,http://localhost:3001/character/76,71,0,0
1736279139446,97,post_character,200,OK,Thread Group 1-83,text,true,,265,221,100,100,http://localhost:3001/character,97,0,0
1736279139489,56,delete_character,200,OK,Thread Group 1-89,text,true,,249,183,100,100,http://localhost:3001/character/99,56,0,0
1736279139485,62,delete_character,200,OK,Thread Group 1-41,text,true,,249,183,100,100,http://localhost:3001/character/69,62,0,0
1736279139440,108,get_characters,200,OK,Thread Group 1-73,text,true,,140009,159,100,100,http://localhost:3001/characters,108,0,14
1736279139482,68,post_character,200,OK,Thread Group 1-23,text,true,,265,221,100,100,http://localhost:3001/character,68,0,0
1736279139207,345,post_character,200,OK,Thread Group 1-14,text,true,,265,221,100,100,http://localhost:3001/character,345,0,0
1736279139467,87,post_character,200,OK,Thread Group 1-33,text,true,,265,221,99,99,http://localhost:3001/character,87,0,0
1736279139555,25,delete_character,200,OK,Thread Group 1-35,text,true,,249,183,99,99,http://localhost:3001/character/38,25,0,0
1736279139405,177,get_characters,200,OK,Thread Group 1-72,text,true,,140040,159,99,99,http://localhost:3001/characters,146,0,0
1736279139525,58,get_character/id,200,OK,Thread Group 1-80,text,true,,265,161,99,99,http://localhost:3001/character/25,58,0,0
1736279139523,61,get_characters,200,OK,Thread Group 1-77,text,true,,140040,159,98,98,http://localhost:3001/characters,58,0,0
1736279139550,39,put_character,200,OK,Thread Group 1-23,text,true,,265,221,98,98,http://localhost:3001/character/77,39,0,0
1736279139507,84,delete_character,200,OK,Thread Group 1-38,text,true,,249,183,98,98,http://localhost:3001/character/64,84,0,0
1736279139554,39,put_character,200,OK,Thread Group 1-33,text,true,,265,221,97,97,http://localhost:3001/character/34,39,0,0
1736279139536,58,put_character,200,OK,Thread Group 1-1,text,true,,265,221,97,97,http://localhost:3001/character/48,58,0,0
1736279139517,79,post_character,200,OK,Thread Group 1-6,text,true,,265,221,97,97,http://localhost:3001/character,79,0,0
1736279139590,8,delete_character,200,OK,Thread Group 1-23,text,true,,249,183,96,96,http://localhost:3001/character/72,8,0,0
1736279139477,122,get_character/id,200,OK,Thread Group 1-94,text,true,,265,161,96,96,http://localhost:3001/character/27,122,0,0
1736279139549,52,get_character/id,200,OK,Thread Group 1-73,text,true,,265,161,96,96,http://localhost:3001/character/10,52,0,0
1736279139543,60,put_character,200,OK,Thread Group 1-83,text,true,,265,221,95,95,http://localhost:3001/character/45,60,0,0
1736279139597,8,delete_character,200,OK,Thread Group 1-1,text,true,,249,183,95,95,http://localhost:3001/character/26,8,0,0
1736279139596,10,put_character,200,OK,Thread Group 1-6,text,true,,265,221,95,95,http://localhost:3001/character/19,10,0,0
1736279139593,15,delete_character,200,OK,Thread Group 1-33,text,true,,249,183,95,95,http://localhost:3001/character/25,15,0,0
1736279139541,68,get_character/id,200,OK,Thread Group 1-32,text,true,,265,161,95,95,http://localhost:3001/character/83,68,0,0
1736279139601,10,post_character,200,OK,Thread Group 1-73,text,true,,265,221,95,95,http://localhost:3001/character,10,0,0
1736279139599,14,post_character,200,OK,Thread Group 1-94,text,true,,265,221,93,93,http://localhost:3001/character,14,0,0
1736279139546,69,get_character/id,200,OK,Thread Group 1-79,text,true,,265,161,93,93,http://localhost:3001/character/46,69,0,0
1736279139603,13,delete_character,200,OK,Thread Group 1-83,text,true,,249,183,93,93,http://localhost:3001/character/19,13,0,0
1736279139514,105,put_character,200,OK,Thread Group 1-91,text,true,,265,221,92,92,http://localhost:3001/character/16,105,0,0
1736279139606,15,delete_character,200,OK,Thread Group 1-6,text,true,,249,183,92,92,http://localhost:3001/character/64,15,0,0
1736279139521,101,post_character,200,OK,Thread Group 1-81,text,true,,265,221,92,92,http://localhost:3001/character,101,0,0
1736279139609,15,post_character,200,OK,Thread Group 1-32,text,true,,265,221,92,92,http://localhost:3001/character,15,0,0
1736279139611,16,put_character,200,OK,Thread Group 1-73,text,true,,265,221,91,91,http://localhost:3001/character/86,16,0,0
1736279139538,91,put_character,200,OK,Thread Group 1-31,text,true,,265,221,91,91,http://localhost:3001/character/82,91,0,0
1736279139615,17,post_character,200,OK,Thread Group 1-79,text,true,,264,220,91,91,http://localhost:3001/character,17,0,0
1736279139613,20,put_character,200,OK,Thread Group 1-94,text,true,,265,221,91,91,http://localhost:3001/character/34,20,0,0
1736279139539,95,put_character,200,OK,Thread Group 1-71,text,true,,265,221,91,91,http://localhost:3001/character/14,95,0,0
1736279139624,12,delete_character,200,OK,Thread Group 1-91,text,true,,249,183,91,91,http://localhost:3001/character/14,12,0,0
1736279139531,107,delete_character,200,OK,Thread Group 1-9,text,true,,249,182,91,91,http://localhost:3001/character/6,107,0,0
1736279139622,18,put_character,200,OK,Thread Group 1-81,text,true,,265,221,91,91,http://localhost:3001/character/45,18,0,0
1736279139535,107,delete_character,200,OK,Thread Group 1-11,text,true,,249,183,91,91,http://localhost:3001/character/87,107,0,0
1736279139627,15,delete_character,200,OK,Thread Group 1-73,text,true,,249,183,90,90,http://localhost:3001/character/14,15,0,0
1736279139529,115,post_character,200,OK,Thread Group 1-90,text,true,,265,221,90,90,http://localhost:3001/character,115,0,0
1736279139629,17,delete_character,200,OK,Thread Group 1-31,text,true,,249,183,90,90,http://localhost:3001/character/22,17,0,0
1736279139518,129,delete_character,200,OK,Thread Group 1-92,text,true,,249,183,88,88,http://localhost:3001/character/74,129,0,0
1736279139629,20,put_character,200,OK,Thread Group 1-32,text,true,,265,221,88,88,http://localhost:3001/character/49,20,0,0
1736279139486,165,post_character,200,OK,Thread Group 1-13,text,true,,265,221,88,88,http://localhost:3001/character,165,0,0
1736279139632,21,put_character,200,OK,Thread Group 1-79,text,true,,265,221,85,85,http://localhost:3001/character/39,21,0,0
1736279139634,20,delete_character,200,OK,Thread Group 1-71,text,true,,249,183,85,85,http://localhost:3001/character/16,20,0,0
1736279139638,18,delete_character,200,OK,Thread Group 1-94,text,true,,249,183,84,84,http://localhost:3001/character/86,18,0,0
1736279139495,161,get_characters,200,OK,Thread Group 1-74,text,true,,140040,159,84,84,http://localhost:3001/characters,161,0,26
1736279139526,133,put_character,200,OK,Thread Group 1-82,text,true,,265,221,83,83,http://localhost:3001/character/41,133,0,0
1736279139508,152,get_character/id,200,OK,Thread Group 1-96,text,true,,265,161,83,83,http://localhost:3001/character/85,152,0,0
1736279139644,18,put_character,200,OK,Thread Group 1-90,text,true,,265,221,83,83,http://localhost:3001/character/57,18,0,0
1736279139651,12,put_character,200,OK,Thread Group 1-13,text,true,,265,221,83,83,http://localhost:3001/character/19,12,0,0
1736279139640,24,delete_character,200,OK,Thread Group 1-81,text,true,,249,183,83,83,http://localhost:3001/character/56,24,0,0
1736279139498,169,put_character,200,OK,Thread Group 1-17,text,true,,265,221,81,81,http://localhost:3001/character/32,169,0,0
1736279139657,12,get_character/id,200,OK,Thread Group 1-74,text,true,,265,161,81,81,http://localhost:3001/character/17,12,0,0
1736279139513,159,put_character,200,OK,Thread Group 1-45,text,true,,265,221,81,81,http://localhost:3001/character/84,159,0,0
1736279139659,16,delete_character,200,OK,Thread Group 1-82,text,true,,249,183,81,81,http://localhost:3001/character/32,16,0,0
1736279139504,171,delete_character,200,OK,Thread Group 1-66,text,true,,249,182,80,80,http://localhost:3001/character/5,171,0,0
1736279139494,183,delete_character,200,OK,Thread Group 1-15,text,true,,249,183,80,80,http://localhost:3001/character/13,183,0,0
1736279139662,19,delete_character,200,OK,Thread Group 1-90,text,true,,249,183,80,80,http://localhost:3001/character/32,19,0,0
1736279139649,33,delete_character,200,OK,Thread Group 1-32,text,true,,249,183,80,80,http://localhost:3001/character/16,33,0,0
1736279139653,31,delete_character,200,OK,Thread Group 1-79,text,true,,249,183,79,79,http://localhost:3001/character/58,31,0,0
1736279139488,197,put_character,200,OK,Thread Group 1-37,text,true,,265,221,78,78,http://localhost:3001/character/84,197,0,0
1736279139502,185,delete_character,200,OK,Thread Group 1-30,text,true,,249,183,78,78,http://localhost:3001/character/16,185,0,0
1736279139490,198,post_character,200,OK,Thread Group 1-93,text,true,,265,221,78,78,http://localhost:3001/character,198,0,0
1736279139481,212,get_character/id,200,OK,Thread Group 1-95,text,true,,265,161,78,78,http://localhost:3001/character/32,212,0,0
1736279139472,224,get_characters,200,OK,Thread Group 1-78,text,true,,139978,159,78,78,http://localhost:3001/characters,224,0,4
1736279139493,205,put_character,200,OK,Thread Group 1-88,text,true,,265,221,77,77,http://localhost:3001/character/34,205,0,0
1736279139660,42,post_character,200,OK,Thread Group 1-96,text,true,,265,221,76,76,http://localhost:3001/character,42,0,0
1736279139666,38,delete_character,200,OK,Thread Group 1-13,text,true,,249,183,76,76,http://localhost:3001/character/32,38,0,0
1736279139667,39,delete_character,200,OK,Thread Group 1-17,text,true,,249,183,76,76,http://localhost:3001/character/14,39,0,0
1736279139678,37,get_character/id,200,OK,Thread Group 1-47,text,true,,265,161,71,71,http://localhost:3001/character/34,37,0,0
1736279139680,36,get_character/id,200,OK,Thread Group 1-28,text,true,,265,161,71,71,http://localhost:3001/character/19,36,0,0
1736279139679,39,get_character/id,200,OK,Thread Group 1-26,text,true,,265,161,71,71,http://localhost:3001/character/75,39,0,0
1736279139207,512,post_character,200,OK,Thread Group 1-65,text,true,,265,221,71,71,http://localhost:3001/character,512,0,0
1736279139669,55,post_character,200,OK,Thread Group 1-74,text,true,,265,221,71,71,http://localhost:3001/character,55,0,0
1736279139673,53,delete_character,200,OK,Thread Group 1-45,text,true,,249,183,71,71,http://localhost:3001/character/26,53,0,0
1736279139698,30,delete_character,200,OK,Thread Group 1-88,text,true,,249,183,70,70,http://localhost:3001/character/66,30,0,0
1736279139552,177,put_character,200,OK,Thread Group 1-14,text,true,,265,221,70,70,http://localhost:3001/character/59,177,0,0
1736279139708,24,delete_character,200,OK,Thread Group 1-37,text,true,,249,183,70,70,http://localhost:3001/character/74,24,0,0
1736279139700,34,put_character,200,OK,Thread Group 1-93,text,true,,265,221,69,69,http://localhost:3001/character/49,34,0,0
1736279139715,21,post_character,200,OK,Thread Group 1-47,text,true,,265,221,69,69,http://localhost:3001/character,21,0,0
1736279139582,156,get_character/id,200,OK,Thread Group 1-72,text,true,,265,161,68,68,http://localhost:3001/character/38,156,0,0
1736279139718,22,post_character,200,OK,Thread Group 1-26,text,true,,265,221,68,68,http://localhost:3001/character,22,0,0
1736279139716,28,post_character,200,OK,Thread Group 1-28,text,true,,265,221,68,68,http://localhost:3001/character,28,0,0
1736279139585,160,get_character/id,200,OK,Thread Group 1-77,text,true,,265,161,68,68,http://localhost:3001/character/42,160,0,0
1736279139690,60,get_characters,200,OK,Thread Group 1-76,text,true,,139698,159,68,68,http://localhost:3001/characters,60,0,18
1736279139724,27,put_character,200,OK,Thread Group 1-74,text,true,,265,221,68,68,http://localhost:3001/character/68,27,0,0
1736279139584,170,post_character,200,OK,Thread Group 1-80,text,true,,265,221,68,68,http://localhost:3001/character,170,0,0
1736279139702,53,put_character,200,OK,Thread Group 1-96,text,true,,265,221,68,68,http://localhost:3001/character/99,53,0,0
